customer_id,rating,comment
C015,4,Good value for the money
C240,5,My whole family uses it daily
C069,4,Does the job just fine
C072,4,Love it! Five stars from me
C077,4,"Exactly as described, thanks"
C095,3,"Average, nothing special"
C260,3,It is okay I guess
C063,4,"Arrived early, very happy with it"
C043,4,Fast delivery and nice packaging
C184,5,"Exactly as described, thanks"
C234,5,Good value for the money
C252,5,Fast delivery and nice packaging
C190,5,"Nice design, easy to use"
C023,4,"Great product, works as expected"
C067,5,Love it! Five stars from me
C149,1,"Sad, the shipping was deplorable"
C139,4,"Exactly as described, thanks"
C075,1,"Shabby, the refund was ridiculous"
C126,3,"Average, nothing special"
C163,2,"Weak, the shipping was unjustifiable"
C200,1,"Dreadful, the shipping was deplorable"
C001,4,"Great product, works as expected"
C213,4,"Exactly as described, thanks"
C052,2,"Sloppy, the quality was exhausting"
C152,5,"Exactly as described, thanks"
C166,5,Good value for the money
C233,4,"Solid build, would buy again"
C206,5,Fast delivery and nice packaging
C034,4,"Great product, works as expected"
C006,5,Fast delivery and nice packaging
C017,3,"Fine for the price, mostly"
C234,2,"Pathetic, the quality was offensive"
C157,4,"Arrived early, very happy with it"
C208,4,Love it! Five stars from me
C077,2,"Trashy, the support was objectionable"
C055,3,It is okay I guess
C047,2,"Infuriating, the shipping was depressing"
C128,3,"Average, nothing special"
C125,5,Fast delivery and nice packaging
C018,1,"Insulting, the quality was crushing"
C037,,"Average, nothing special"
C115,1,"Crummy, the support was outrageous"
C193,4,"Great product, works as expected"
C126,4,Good value for the money
C217,5,Love it! Five stars from me
C036,4,"Arrived early, very happy with it"
C120,5,Good value for the money
C078,5,Fast delivery and nice packaging
C252,4,Fast delivery and nice packaging
C042,2,"Maddening, the support was inexcusable"
C255,5,My whole family uses it daily
C001,4,Love it! Five stars from me
C060,5,"Nice design, easy to use"
C076,5,Good value for the money
C153,4,Good value for the money
C241,5,Does the job just fine
C035,5,"Nice design, easy to use"
C224,4,My whole family uses it daily
C243,4,Good value for the money
C111,2,"Woeful, the broken was egregious"
C185,2,"Unforgivable, the quality was inexcusable"
C174,4,"Nice design, easy to use"
C243,4,"Nice design, easy to use"
C253,5,Love it! Five stars from me
C104,2,"Pathetic, the broken was tiresome"
C172,3,It is okay I guess
C172,4,Love it! Five stars from me
C208,4,Good value for the money
C062,5,Good value for the money
C200,4,"Solid build, would buy again"
C254,4,"Exactly as described, thanks"
C011,5,Fast delivery and nice packaging
C096,4,"Great product, works as expected"
C200,5,Fast delivery and nice packaging
C242,4,"Nice design, easy to use"
C220,3,"Average, nothing special"
C091,4,"Great product, works as expected"
C064,4,Good value for the money
C156,5,"Arrived early, very happy with it"
C114,4,"Exactly as described, thanks"
C054,4,"Great product, works as expected"
C094,5,"Great product, works as expected"
C099,4,"Nice design, easy to use"
C182,5,Fast delivery and nice packaging
C130,4,"Exactly as described, thanks"
C039,5,My whole family uses it daily
C085,3,It is okay I guess
C146,4,Love it! Five stars from me
C192,5,Love it! Five stars from me
C242,2,"Abysmal, the quality was regrettable"
C031,1,"Vile, the support was scandalous"
C232,5,Love it! Five stars from me
C052,4,Fast delivery and nice packaging
C030,3,It is okay I guess
C053,1,"Atrocious, the shipping was galling"
C244,5,Does the job just fine
C200,2,"Bogus, the broken was grating"
C100,4,Good value for the money
C195,4,"Great product, works as expected"
C030,5,Good value for the money
C007,5,"Arrived early, very happy with it"
