customer_id,rating,comment
C085,5,Love it! Five stars from me
C136,1,"Shameful, the shipping was objectionable"
C247,4,"Nice design, easy to use"
C139,4,Good value for the money
C132,5,"Nice design, easy to use"
C060,4,"Nice design, easy to use"
C033,5,Good value for the money
C088,1,"Appalling, the refund was insulting"
C006,3,"Fine for the price, mostly"
C260,2,"Horrendous, the quality was deflating"
C122,2,"Abysmal, the shipping was wearying"
C221,1,"Careless, the quality was disgraceful"
C215,1,"Weak, the refund was irritating"
C204,4,"Nice design, easy to use"
C093,4,Does the job just fine
C008,1,"Sloppy, the broken was offensive"
C150,4,"Arrived early, very happy with it"
C101,2,"Weak, the shipping was lamentable"
C134,1,"Grim, the shipping was frustrating"
C204,3,"Average, nothing special"
C119,5,"Exactly as described, thanks"
C129,4,"Exactly as described, thanks"
C220,3,It is okay I guess
C136,2,"Appalling, the broken was deflating"
C083,4,Love it! Five stars from me
C053,4,Does the job just fine
C088,2,"Trashy, the support was unbelievable"
C089,4,"Nice design, easy to use"
C044,5,"Great product, works as expected"
C247,3,"Fine for the price, mostly"
C094,5,"Arrived early, very happy with it"
C193,4,My whole family uses it daily
C022,5,Love it! Five stars from me
C096,2,"Sad, the refund was ridiculous"
C195,2,"Weak, the refund was intolerable"
C230,5,"Arrived early, very happy with it"
C197,4,Fast delivery and nice packaging
C105,2,"Grim, the shipping was intolerable"
C092,5,Fast delivery and nice packaging
C173,5,Fast delivery and nice packaging
C196,2,"Flimsy, the quality was dispiriting"
C173,3,"Average, nothing special"
C245,4,Fast delivery and nice packaging
C206,5,Good value for the money
C129,5,"Exactly as described, thanks"
C256,5,"Exactly as described, thanks"
C052,3,"Average, nothing special"
C211,2,"Atrocious, the support was disheartening"
C232,3,"Average, nothing special"
C030,4,Does the job just fine
C028,1,"Vile, the support was deflating"
C136,4,My whole family uses it daily
C135,4,"Nice design, easy to use"
C219,4,"Arrived early, very happy with it"
C195,4,Does the job just fine
C161,4,"Solid build, would buy again"
C145,1,"Atrocious, the refund was unjustifiable"
C229,5,Fast delivery and nice packaging
C141,5,Fast delivery and nice packaging
C255,2,"Shabby, the support was tiresome"
C241,4,"Arrived early, very happy with it"
C169,4,Does the job just fine
C133,5,Love it! Five stars from me
C091,3,"Fine for the price, mostly"
C040,5,"Exactly as described, thanks"
C208,3,"Fine for the price, mostly"
C205,3,It is okay I guess
C075,5,"Nice design, easy to use"
C205,1,"Bleak, the broken was deflating"
C253,5,"Arrived early, very happy with it"
C117,4,"Solid build, would buy again"
C106,5,Love it! Five stars from me
C104,5,"Exactly as described, thanks"
C204,2,"Crummy, the refund was inexcusable"
C102,3,It is okay I guess
C206,4,Fast delivery and nice packaging
C138,1,"Shameful, the support was wearying"
C019,1,"Sloppy, the broken was inexplicable"
C126,3,"Average, nothing special"
C217,4,"Great product, works as expected"
C192,3,"Fine for the price, mostly"
C140,5,"Great product, works as expected"
C066,5,My whole family uses it daily
C199,4,My whole family uses it daily
C042,2,"Sad, the support was objectionable"
C139,2,"Abysmal, the broken was unbearable"
C026,4,"Exactly as described, thanks"
C158,5,"Great product, works as expected"
C068,2,"Appalling, the support was exhausting"
C087,3,It is okay I guess
C136,3,It is okay I guess
C199,2,"Junky, the shipping was disheartening"
C116,5,Fast delivery and nice packaging
C133,4,Fast delivery and nice packaging
C178,4,My whole family uses it daily
C244,4,Fast delivery and nice packaging
C249,2,"Junky, the broken was ridiculous"
C175,4,Good value for the money
C173,5,"Great product, works as expected"
C081,3,"Fine for the price, mostly"
C203,2,"Trashy, the broken was unbelievable"
C085,5,Good value for the money
C008,3,"Average, nothing special"
C037,5,Love it! Five stars from me
