customer_id,rating,comment
C134,5,Love it! Five stars from me
C115,3,"Fine for the price, mostly"
C104,5,"Exactly as described, thanks"
C248,4,"Great product, works as expected"
C074,5,"Exactly as described, thanks"
C145,4,"Solid build, would buy again"
C153,4,"Arrived early, very happy with it"
C190,5,"Nice design, easy to use"
C094,4,Good value for the money
C017,4,Does the job just fine
C133,2,"Vile, the quality was inexcusable"
C209,5,"Nice design, easy to use"
C162,4,Love it! Five stars from me
C005,1,"Amateurish, the support was jarring"
C025,3,It is okay I guess
C236,5,My whole family uses it daily
C217,4,Good value for the money
C080,3,"Average, nothing special"
C224,2,"Wretched, the quality was exhausting"
C117,5,Good value for the money
C022,4,My whole family uses it daily
C061,3,"Fine for the price, mostly"
C219,4,"Solid build, would buy again"
C219,5,"Solid build, would buy again"
C010,4,Does the job just fine
C157,3,"Fine for the price, mostly"
C096,5,"Exactly as described, thanks"
C172,3,"Fine for the price, mostly"
C177,4,Love it! Five stars from me
C224,4,My whole family uses it daily
C114,2,"Wretched, the refund was insulting"
C096,2,"Shameful, the shipping was crushing"
C125,1,"Maddening, the broken was aggravating"
C252,2,"Infuriating, the broken was aggravating"
C041,4,Love it! Five stars from me
C040,4,Love it! Five stars from me
C229,3,"Average, nothing special"
C243,4,"Exactly as described, thanks"
C042,5,"Arrived early, very happy with it"
C159,3,"Fine for the price, mostly"
C115,3,It is okay I guess
C166,4,"Solid build, would buy again"
C166,2,"Lousy, the refund was disgraceful"
C011,5,"Great product, works as expected"
C199,4,My whole family uses it daily
C059,1,"Trashy, the broken was egregious"
C087,2,"Ridiculous, the support was ridiculous"
C038,5,Does the job just fine
C122,1,"Flimsy, the quality was wearying"
C221,5,"Nice design, easy to use"
C204,5,"Nice design, easy to use"
C105,5,My whole family uses it daily
C009,3,It is okay I guess
C252,4,"Nice design, easy to use"
C018,5,My whole family uses it daily
C221,2,"Bleak, the shipping was horrifying"
C102,5,"Great product, works as expected"
C030,3,"Fine for the price, mostly"
C177,5,Does the job just fine
C159,2,"Infuriating, the broken was intolerable"
C050,4,Love it! Five stars from me
C211,4,"Arrived early, very happy with it"
C035,1,"Wretched, the refund was unjustifiable"
C133,3,"Fine for the price, mostly"
C232,4,"Solid build, would buy again"
C021,4,Does the job just fine
C027,5,"Solid build, would buy again"
C248,2,"Crummy, the support was disheartening"
C236,5,"Solid build, would buy again"
C180,4,Good value for the money
C047,2,"Wretched, the support was frustrating"
C019,4,Does the job just fine
C246,4,"Arrived early, very happy with it"
C050,4,"Great product, works as expected"
C079,4,Good value for the money
C222,5,Love it! Five stars from me
C160,4,Fast delivery and nice packaging
C228,4,Fast delivery and nice packaging
C074,4,"Great product, works as expected"
C103,5,Love it! Five stars from me
C067,4,"Nice design, easy to use"
C229,3,It is okay I guess
C133,4,"Nice design, easy to use"
C082,5,"Great product, works as expected"
C185,5,"Arrived early, very happy with it"
C042,4,"Exactly as described, thanks"
C142,5,Does the job just fine
C187,4,"Nice design, easy to use"
C257,3,"Average, nothing special"
C093,3,"Average, nothing special"
C033,4,Love it! Five stars from me
C223,5,"Arrived early, very happy with it"
C213,5,"Solid build, would buy again"
C138,5,"Arrived early, very happy with it"
C197,3,"Average, nothing special"
C082,2,"Junky, the shipping was disgraceful"
C120,5,My whole family uses it daily
C231,4,My whole family uses it daily
C064,3,"Average, nothing special"
C061,4,Does the job just fine
C100,2,"Vile, the shipping was horrifying"
C051,5,Does the job just fine
C002,2,"Amateurish, the broken was aggravating"
C173,5,My whole family uses it daily
C051,3,"Average, nothing special"
C064,5,"Solid build, would buy again"
C225,5,"Exactly as described, thanks"
C234,5,"Arrived early, very happy with it"
